Korean,English
네. 혹시나 귀마개를 하고도 시끄러우면 한 번 더 말씀해주세요.,Okay. Let me know if you still find the sound too loud with the earplugs on.
안녕하세요. 혹시 괜찮으시면 저랑 자리를 바꾸실 수 있나요?,Hello. Could you change seats with me if that's okay with you?
네? 저는 복도 자리가 편해서 복도 자리를 했는데 왜 바꾸자고 하시는 거죠?,Pardon me? I find alley seat comfortable so I chose this seat. Why do you want to change?
"제가 최근에 장염이 걸렸는데, 화장실을 정말 자주 갈 것 같아서요. 부탁드립니다.","I have recently fallen into enteritis and I think I will have to visit the restroom frequently. Please, could you change seats with me?"
그렇군요. 아프신 거라면 제가 자리를 바꿔 드리겠습니다.,"I see. Since you are ill, I will change with you."
안녕하세요. 승객 여러분. 이번 독일 비행을 맡게 된 기장입니다.,"Hello, passengers. This is the captain of our flight to Germany."
안녕하세요. 독일까지 안전한 비행 부탁드립니다.,Hello. Please fly safely to Germany.
"혹시나 기체가 흔들릴 수 있으니, 자리에 계실 때는 안전벨트를 매주시기 바랍니다.","In case of turbulence, keep your seatbelts on when you are seated."
네. 알겠습니다. 신경 써 주셔서 감사합니다.,"Yes, alright. Thanks for your concern."
"죄송한데, 왜 이렇게 비행기가 흔들리나요? 정말 불안합니다.","Excuse me, why is the plane shaking so much? I feel uneasy."
네. 고객님. 현재 비행기가 기류를 만나서 흔들리고 있습니다.,"Yes, madame. The plane is going through turbulence right now."
그렇군요. 단지 너무 불안해서 말씀드린 거에요. 알겠습니다.,I see. I was just uneasy. I understand.
곧 안정될 거예요. 안전벨트하고 조금만 기다려주세요. 죄송합니다.,It will soon be okay. Fasten your seatbelts and wait a little. I'm sorry.
"죄송합니다. 여기 제 자리인데, 자리를 잘못 앉으신 것 같아요.",Excuse me. This is my seat. I think you are in the wrong seat.
네? 그럴 리가요. 이 자리가 85C 아닌가요?,What? No way. Isn't this 85C?
뒷자리입니다. 위를 보시면 이 자리는 83입니다.,"85C is one row behind. If you look up, you can tell this is row 83."
죄송합니다. 제가 잘못 봤군요. 바로 옮기겠습니다.,I'm sorry. I was wrong. I'll move right now.
내가 탔던 비행기 중에 이번 비행이 정말 최악이었어.,This flight was the worst one I've ever taken.
왜? 무슨 일 있었어? 비행기 서비스가 별로였니?,What's up? Anything wrong? Was the service poor?
아니. 서비스랑은 무관해. 승객이 너무 시끄러웠고 아이들이 기내를 뛰어다녔어.,"No, it has nothing to do with service. The passengers were so noisy and the kids ran around on board."
듣기만 해도 정말 기운 빠진다. 아이들이 뛰어다니는데 부모님이 가만히 있는 거야?,That just sags me by listening to it. Did the parents do nothing when their kids were running around?
"승객 여러분, 지금부터 주무시는 승객을 위해 불을 전부 끄겠습니다.","Dear passengers, we will have all the lights off for the sleeping passengers."
혹시 안대를 주실 수 있나요? 제가 작은 빛에도 잠에서 깨거든요.,Could you give me an eye patch? Even the slightest light wakes me up.
물론입니다. 혹시 불빛 때문에 너무 힘드시면 앞줄로 옮겨 드리겠습니다.,"Of course, madame. If light disturbs you, I will move you to the front row."
그건 괜찮아요. 자리는 이쪽이 제일 편한 것 같아요.,That is fine. I find this seat very comfortable.
안녕하세요. 비행기 내에서 노트북을 사용해도 될까요?,Hello. May I use my laptop onboard?
당연히 가능합니다. 하지만 타자 소리로 인해 다른 분들한테 피해가 가지 않아야 합니다.,"Of course. Yet, please do not disturb others by the typing sound."
그 부분은 걱정하지 마세요. 키보드 소음 방지 패드를 가지고 왔습니다.,Don't worry about it. I have a keyboard cover with me.
배려가 깊으시네요. 그럼 또 필요한 거 있으면 불러주세요.,That's so considerate. Call me again if you need anything else.
안녕하세요. 문의드릴 내용이 있는데 잠깐 대화 가능하세요?,Hello. I have a question. Could you spare me one second?
네. 편하게 물어보세요. 무슨 도움이 필요하신가요?,"Yes, feel free to ask me anything. What do you need?"
오늘이 제 아내 생일입니다. 기내 생일 이벤트가 있다고 하던데 가능할까요?,Today is my wife's birthday. I heard that there is an onboard birthday event.
죄송합니다. 손님. 해당 이벤트에 관해서는 사전에 예약을 해주셔야 합니다.,"I'm sorry, sir, but you need to make a reservation in advance for an event."
안녕하세요. 사전에 기내 생일 이벤트 신청하신 분 맞나요?,Hello. Are you the one who applied for an onboard birthday event in advance?
네. 맞습니다. 착륙하기 2시간 전에 하는 거 맞나요?,"Yes, that is me. Does it take place two hours before landing?"
그렇습니다. 그 전에 혹시 아내분이 땅콩 알레르기가 있으시나요?,"Yes, right. Is your wife by any chance allergic to nuts?"
아니요. 없습니다. 오늘 제공되는 케이크가 땅콩이 들어갔군요.,"No, not at all. So, there are nuts in the cake you prepared."
"예전에는 비행기 타면 땅콩을 제공했는데, 왜 요즘은 안 주시나요?",I remember peanuts were provided onboard in the past. Why don't you provide them anymore these days?
고객님. 이번 상반기부터 땅콩 제공 서비스는 중단되었습니다.,"Sir, we don't provide peanuts any more starting from the first half of the year."
정말 아쉽군요. 왜 그 좋은 서비스가 중단되었죠?,That's a shame. Why has such an excellent service ended?
최근에 땅콩 관련 사건이 있어서 중단하게 되었습니다. 죄송합니다. 손님.,There was an incident with nuts recently so we stopped the service. I'm sorry.
혹시 점심 제공 시간까지 얼마나 남았나요? 허기가 지네요.,How much time do we have until lunch? I feel hungry.
아직 3시간 남았습니다. 혹시 너무 배고프시면 간단한 간식 드릴까요?,"We still have three hours. If you are hungry, would you like some snacks?"
가능할까요? 제가 배가 너무 고프면 손이 떨려서요. 가능하다면 갖다주세요.,Do you have some? My hands shake when I am too hungry. Please bring me some if possible.
그렇군요. 지금 바로 가져다드리겠습니다. 조금만 기다려 주세요.,"Alright. I will bring you right away. Hold on just a moment, please."
"손님, 이제 비행기가 착륙합니다. 의자를 바로 해주세요.","Sir, the flight is landing soon. Please straighten your seats."
네. 알겠습니다. 잠들었다 일어나니까 도착했네요.,Alright. I fell asleep and just woke up and we are arriving.
"고객님, 혹시 옆에 있는 창문도 열어주시겠습니까?","Sir, could you open the window shade next to you as well?"
네. 알겠습니다. 책상도 원래대로 해놓으면 되는 거죠?,"Okay, and I need to fold the table as well, right?"
혹시 이번에 채식주의 도시락 신청해주신 고객님이신가요?,"Sir, have you applied for a vegetarian meal?"
네. 맞습니다. 제 도시락이 다른 사람보다 먼저 제공되는 건가요?,"Yes, right. Is my meal provided earlier than other ones?"
그렇습니다. 음식을 바로 가져다드릴 테니 책상을 펼쳐주세요.,That is right. I will bring your meal right away so please unfold your table.
"네, 감사해요. 혹시 오실 때 물도 함께 가져다주실 수 있나요?",Thank you. Could you bring me some water as well?
"손님, 주무시는데 죄송합니다. 해당 국가의 입국 카드를 작성해주셔야 합니다.","Madame, I am sorry to wake you up but you need to fill in your disembarkation card."
입국 카드 주세요. 착륙하기 직전에 작성하겠습니다.,Give me the card then. Let me write it before we land.
네. 그럼 의자 앞에 껴놓겠습니다. 내리시기 전에 확인 부탁드립니다.,"Okay, then I will place it in the seat in front of you. Please check before you land."
알겠습니다. 이렇게까지 신경을 써주시고 감사합니다.,Thank you for consideration.
"고객님, 혹시 고객님의 여권을 잃어버리셨나요?","Sir, have you lost your passport?"
잠시만요. 찾아볼게요. 그렇네요. 어디 갔지. 없어졌어요.,"Hold on, let me find it. Right. Where is it? It's gone."
다른 승객분이 고객님의 여권을 주워서 주셨습니다. 여기 있습니다.,Someone else picked up your passport and gave it to me. Here it is.
정말 감사합니다. 그 승객분 성함을 알 수 있을까요? 감사를 표하고 싶습니다.,Thank you so much. Could you tell me who found it? I want to thank him or her.
안녕하세요. 혹시 여행 #오키나와#로 여행을 가시는 건가요?,Hello. Are you traveling to Okinawa?
아니요. 저는 출장으로 갑니다. 여행 가시는 거예요?,"No, I am on a business trip. Are you traveling for vacation?"
저는 처음으로 혼자 여행갑니다. 그래서 그런데 혹시 추천해줄 관광명소가 있나요?,"Yes, this is my first time traveling alone. So could you recommend me to any tourist sites?"
명소가 설명된 책자가 2권인데 1권 드리겠습니다. 즐거운 여행 되세요.,I have two books on tourist sites. I will give you one of them. Have a nice trip.
따님이랑 둘이 여행 가는 건가요? 너무 좋아 보여요.,Are you traveling with your daughter? You two look so good.
맞아요. 딸이 취직하게 되어서 기념 여행을 가는 것입니다.,Right. My daughter has just been employed so we are traveling to celebrate it.
정말 부럽습니다. 저도 빨리 딸이 커서 함께 여행 갔으면 좋겠어요.,I envy you so much. I hope my daughter grows up quick and travels with me.
